	gid	gname	Strata	Module	ModuleDesc
3487	PL24777	unchar-11140	Eumetazoa	blue2	embryonic_gastrula
3488	PL25094	kmanl-1	Eumetazoa	blue2	embryonic_gastrula
3489	PL25149	sap130l	Eumetazoa	blue2	embryonic_gastrula
3490	PL25438	unchar-14549	Eumetazoa	blue2	embryonic_gastrula
3491	PL26091	unchar-18609	Eumetazoa	blue2	embryonic_gastrula
3492	PL26544	unchar-20360	Parliv	blue2	embryonic_gastrula
3493	PL26710	unchar-3862	Parliv	blue2	embryonic_gastrula
3494	PL26977	meltoncogl1	Eumetazoa	blue2	embryonic_gastrula
3495	PL27105	if4g3-2	Eumetazoa	blue2	embryonic_gastrula
3496	PL27154	if4g1-3	Parliv	blue2	embryonic_gastrula
3497	PL27156	ldlaf	Eumetazoa	blue2	embryonic_gastrula
3498	PL27162	pthd2	Bilateria	blue2	embryonic_gastrula
3499	PL27398	eif4gg-2	Eumetazoa	blue2	embryonic_gastrula
3500	PL27414	pls2-1	Eumetazoa	blue2	embryonic_gastrula
3501	PL27424	-	Bilateria	blue2	embryonic_gastrula
3502	PL27564	fem1c-12	Eumetazoa	blue2	embryonic_gastrula
3503	PL27714	-	Eumetazoa	blue2	embryonic_gastrula
3504	PL27819	perlc-3	Eumetazoa	blue2	embryonic_gastrula
3505	PL27962	unchar-12204	Parliv	blue2	embryonic_gastrula
3506	PL28042	unchar-6705	Parliv	blue2	embryonic_gastrula
3507	PL28578	unchar-24305	Parliv	blue2	embryonic_gastrula
3508	PL28956	unchar-14608	Parliv	blue2	embryonic_gastrula
3509	PL28981	p75ntr	Eumetazoa	blue2	embryonic_gastrula
3510	PL29340	zn395	Eumetazoa	blue2	embryonic_gastrula
3511	PL29368	unchar-18196	Echinodermata	blue2	embryonic_gastrula
3512	PL29484	unchar-11639	Eumetazoa	blue2	embryonic_gastrula
3513	PL29946	axndhc7h-3	Eumetazoa	blue2	embryonic_gastrula
3514	PL29948	adcy3	Eumetazoa	blue2	embryonic_gastrula
3515	PL30417	trpc7-2	Eumetazoa	blue2	embryonic_gastrula
3516	PL31290	mcm	Eumetazoa	blue2	embryonic_gastrula
3517	PL31322	atbf1	Bilateria	blue2	embryonic_gastrula
3518	PL31601	slc7a8	Eumetazoa	blue2	embryonic_gastrula
3519	PL31660	kiaa1012l	Eumetazoa	blue2	embryonic_gastrula
3520	PL31829	c10orf97l	Eumetazoa	blue2	embryonic_gastrula
3521	PL31851	acly-1	Eumetazoa	blue2	embryonic_gastrula
3522	PL31897	sf3b1	Eumetazoa	blue2	embryonic_gastrula
3523	PL32000	cfa69	Eumetazoa	blue2	embryonic_gastrula
3524	PL32279	dyh3-2	Parliv	blue2	embryonic_gastrula
3525	PL32280	unchar-13729	Parliv	blue2	embryonic_gastrula
3526	PL32293	unchar-22946	Eumetazoa	blue2	embryonic_gastrula
3527	PL32311	ddx42	Eumetazoa	blue2	embryonic_gastrula
3528	PL32320	anr28-5	Bilateria	blue2	embryonic_gastrula
3529	PL32333	nef3	Bilateria	blue2	embryonic_gastrula
3530	PL32505	dnhd1l-1	Eumetazoa	blue2	embryonic_gastrula
3531	PL32576	acly-2	Eumetazoa	blue2	embryonic_gastrula
3532	PL32696	dyh6	Eumetazoa	blue2	embryonic_gastrula
3533	PL32775	dnhd1	Eumetazoa	blue2	embryonic_gastrula
3534	PL32808	dnah12l	Eumetazoa	blue2	embryonic_gastrula
3535	PL32956	dyh5-1	Eumetazoa	blue2	embryonic_gastrula
3536	PL33149	unchar-15890	Eumetazoa	blue2	embryonic_gastrula
3537	PL33187	unchar-13438	Parliv	blue2	embryonic_gastrula
3538	PL33893	kiaa0556	Eumetazoa	blue2	embryonic_gastrula
3539	PL33945	unchar-17693	Parliv	blue2	embryonic_gastrula
3540	PL34125	smg1	Eumetazoa	blue2	embryonic_gastrula
3541	PL34242	abca5	Eumetazoa	blue2	embryonic_gastrula
3542	PL34371	unchar-21497	Parliv	blue2	embryonic_gastrula
3543	PL34448	unchar-23724	Eumetazoa	blue2	embryonic_gastrula
3544	PL34939	axndhc3h	Eumetazoa	blue2	embryonic_gastrula
3545	PL35037	unchar-23079	Parliv	blue2	embryonic_gastrula
3546	PL35372	dyhc-1	Eumetazoa	blue2	embryonic_gastrula
3547	PL35469	unchar-674	Parliv	blue2	embryonic_gastrula
3548	PL35565	unchar-19906	Eumetazoa	blue2	embryonic_gastrula
3549	PL35663	sun1	Eumetazoa	blue2	embryonic_gastrula
3550	PL36009	fgrl1	Eumetazoa	blue2	embryonic_gastrula
3551	PL36109	c10orf123l	Eumetazoa	blue2	embryonic_gastrula
3552	PL36310	unchar-18010	Eumetazoa	blue2	embryonic_gastrula
3553	PL36467	dock180	Eumetazoa	blue2	embryonic_gastrula
3554	PL36714	slit-4	Bilateria	blue2	embryonic_gastrula
3555	PL36716	fam160b1l	Eumetazoa	blue2	embryonic_gastrula
3556	PL36772	slit1-1	Bilateria	blue2	embryonic_gastrula
3557	PL37391	unchar-15315	Parliv	blue2	embryonic_gastrula
3558	PL37484	cfa46-1	Eumetazoa	blue2	embryonic_gastrula
3559	PL37868	ub2v2	Eumetazoa	blue2	embryonic_gastrula
3560	PL37947	unchar-3302	Eumetazoa	blue2	embryonic_gastrula
3561	PL38087	ttc17	Eumetazoa	blue2	embryonic_gastrula
3562	PL38714	lipa1	Eumetazoa	blue2	embryonic_gastrula
3563	PL38926	unchar-17462	Bilateria	blue2	embryonic_gastrula
3564	PL39160	ttrspn_12	Bilateria	blue2	embryonic_gastrula
3565	PL39293	syt7-2	Eumetazoa	blue2	embryonic_gastrula
3566	PL39316	ppfia2	Eumetazoa	blue2	embryonic_gastrula
3567	PL39712	pcft-4	Eumetazoa	blue2	embryonic_gastrula
3568	PL39752	pde3bl	Eumetazoa	blue2	embryonic_gastrula
3569	PL39844	neur3-2	Deuterostomia	blue2	embryonic_gastrula
3570	PL40024	unchar-8241	Eumetazoa	blue2	embryonic_gastrula
3571	PL40159	rej1	Eumetazoa	blue2	embryonic_gastrula
3572	PL40902	nbnl	Parliv	blue2	embryonic_gastrula
3573	PL41107	unchar-13269	Eumetazoa	blue2	embryonic_gastrula
3574	PL00006	-	Parliv	lightyellow	lantern
3575	PL00167	unchar-20864	Echinoidea	lightyellow	lantern
3576	PL00185	unchar-14422	Echinoidea	lightyellow	lantern
3577	PL00216	unchar-10254	Bilateria	lightyellow	lantern
3578	PL00263	aces-2	Eumetazoa	lightyellow	lantern
3579	PL00336	unchar-17864	Eumetazoa	lightyellow	lantern
3580	PL00357	-	Eumetazoa	lightyellow	lantern
3581	PL00381	unchar-3343	Echinoidea	lightyellow	lantern
3582	PL00521	unchar-3368	Parliv	lightyellow	lantern
3583	PL00573	colml	Bilateria	lightyellow	lantern
3584	PL00642	tpm	Eumetazoa	lightyellow	lantern
3585	PL00703	-	Echinoidea	lightyellow	lantern
3586	PL00795	-	Echinoidea	lightyellow	lantern
3587	PL00876	unchar-21277	Eumetazoa	lightyellow	lantern
3588	PL00965	unchar-790	Parliv	lightyellow	lantern
3589	PL00986	muc5a	Eumetazoa	lightyellow	lantern
3590	PL01024	sspo-1	Eumetazoa	lightyellow	lantern
3591	PL01058	unchar-19726	Echinoidea	lightyellow	lantern
3592	PL01071	unchar-1589	Eumetazoa	lightyellow	lantern
3593	PL01089	-	Echinoidea	lightyellow	lantern
3594	PL01133	unchar-495	Bilateria	lightyellow	lantern
3595	PL01168	unchar-22091	Parliv	lightyellow	lantern
3596	PL01311	vwd-3	Eumetazoa	lightyellow	lantern
3597	PL01320	unchar-10484	Deuterostomia	lightyellow	lantern
3598	PL01365	unchar-22350	Echinoidea	lightyellow	lantern
3599	PL01481	unchar-20297	Parliv	lightyellow	lantern
3600	PL01497	muc5bl	Bilateria	lightyellow	lantern
3601	PL01505	ccp-5	Eumetazoa	lightyellow	lantern
3602	PL01564	unchar-19065	Parliv	lightyellow	lantern
3603	PL01567	-	Bilateria	lightyellow	lantern
3604	PL01591	-	Parliv	lightyellow	lantern
3605	PL01685	unchar-6925	Parliv	lightyellow	lantern
3606	PL01702	muc5b-2	Bilateria	lightyellow	lantern
3607	PL01893	unchar-14847	Eumetazoa	lightyellow	lantern
3608	PL02161	unchar-16356	Parliv	lightyellow	lantern
3609	PL02240	unchar-15373	Eumetazoa	lightyellow	lantern
3610	PL02264	-	Eumetazoa	lightyellow	lantern
3611	PL02270	-	Echinoidea	lightyellow	lantern
3612	PL02377	apoh	Parliv	lightyellow	lantern
3613	PL02494	megf6-4	Eumetazoa	lightyellow	lantern
3614	PL02523	-	Eumetazoa	lightyellow	lantern
3615	PL02541	-	Bilateria	lightyellow	lantern
3616	PL02625	clect_56	Eumetazoa	lightyellow	lantern
3617	PL02694	unchar-21250	Eumetazoa	lightyellow	lantern
3618	PL02727	nlgn4xl-1	Eumetazoa	lightyellow	lantern
3619	PL02765	unchar-17914	Eumetazoa	lightyellow	lantern
3620	PL02819	srcr137	Bilateria	lightyellow	lantern
3621	PL03152	unchar-605	Eumetazoa	lightyellow	lantern
3622	PL03184	unchar-2174	Eumetazoa	lightyellow	lantern
3623	PL03375	unchar-13603	Parliv	lightyellow	lantern
3624	PL03477	unchar-16040	Eumetazoa	lightyellow	lantern
3625	PL03614	unchar-249	Echinoidea	lightyellow	lantern
3626	PL03720	xylt-1	Eumetazoa	lightyellow	lantern
3627	PL03751	unchar-16891	Parliv	lightyellow	lantern
3628	PL03755	srcr219	Eumetazoa	lightyellow	lantern
3629	PL03821	unchar-22698	Parliv	lightyellow	lantern
3630	PL04029	unchar-7928	Eumetazoa	lightyellow	lantern
3631	PL04062	polr-14	Eumetazoa	lightyellow	lantern
3632	PL04169	unchar-15385	Parliv	lightyellow	lantern
3633	PL04284	unchar-15694	Eumetazoa	lightyellow	lantern
3634	PL04384	unchar-21573	Eumetazoa	lightyellow	lantern
3635	PL04408	cfdp2-13	Eumetazoa	lightyellow	lantern
3636	PL04441	unchar-15520	Parliv	lightyellow	lantern
3637	PL04532	unchar-13942	Eumetazoa	lightyellow	lantern
3638	PL04568	-	Eumetazoa	lightyellow	lantern
3639	PL04569	-	Eumetazoa	lightyellow	lantern
3640	PL04585	-	Eumetazoa	lightyellow	lantern
3641	PL04760	unchar-20068	Eumetazoa	lightyellow	lantern
3642	PL04850	cdpf1	Eumetazoa	lightyellow	lantern
3643	PL04992	unchar-9420	Parliv	lightyellow	lantern
3644	PL05046	unchar-7927	Eumetazoa	lightyellow	lantern
3645	PL05324	chst1-1	Eumetazoa	lightyellow	lantern
3646	PL05336	-	Echinoidea	lightyellow	lantern
3647	PL05383	rtl-3	Eumetazoa	lightyellow	lantern
3648	PL05406	unchar-22823	Parliv	lightyellow	lantern
3649	PL05501	-	Echinoidea	lightyellow	lantern
3650	PL05634	unchar-14130	Echinoidea	lightyellow	lantern
3651	PL05754	-	Parliv	lightyellow	lantern
3652	PL05852	chst14-2	Deuterostomia	lightyellow	lantern
3653	PL05911	clca_11	Bilateria	lightyellow	lantern
3654	PL06179	unchar-21824	Parliv	lightyellow	lantern
3655	PL06375	unchar-14282	Parliv	lightyellow	lantern
3656	PL06383	ifi27-1	Bilateria	lightyellow	lantern
3657	PL06770	unchar-6332	Parliv	lightyellow	lantern
3658	PL06861	unchar-10069	Parliv	lightyellow	lantern
3659	PL06868	enpp4-1	Eumetazoa	lightyellow	lantern
3660	PL06966	-	Deuterostomia	lightyellow	lantern
3661	PL07125	-	Parliv	lightyellow	lantern
3662	PL07137	f187a	Bilateria	lightyellow	lantern
3663	PL07150	-	Echinoidea	lightyellow	lantern
3664	PL07383	-	Eumetazoa	lightyellow	lantern
3665	PL07635	-	Parliv	lightyellow	lantern
3666	PL07705	unchar-23123	Bilateria	lightyellow	lantern
3667	PL07792	unchar-14789	Eumetazoa	lightyellow	lantern
3668	PL07803	unchar-21195	Echinoidea	lightyellow	lantern
3669	PL07813	-	Eumetazoa	lightyellow	lantern
3670	PL07959	rtjk-95	Parliv	lightyellow	lantern
3671	PL08530	unchar-14017	Parliv	lightyellow	lantern
3672	PL08560	unchar-17641	Parliv	lightyellow	lantern
3673	PL09011	unchar-18576	Eumetazoa	lightyellow	lantern
3674	PL09138	pax9	Bilateria	lightyellow	lantern
3675	PL09710	bmp1-3	Parliv	lightyellow	lantern
3676	PL09724	nell2	Eumetazoa	lightyellow	lantern
3677	PL09755	-	Parliv	lightyellow	lantern
3678	PL09808	unchar-17100	Parliv	lightyellow	lantern
3679	PL10025	unchar-10722	Eumetazoa	lightyellow	lantern
3680	PL10043	fcn1-1	Eumetazoa	lightyellow	lantern
3681	PL10186	unchar-10401	Parliv	lightyellow	lantern
3682	PL10198	unchar-1427	Parliv	lightyellow	lantern
3683	PL10289	unchar-6779	Parliv	lightyellow	lantern
3684	PL10550	-	Eumetazoa	lightyellow	lantern
3685	PL10713	unchar-13311	Echinoidea	lightyellow	lantern
3686	PL10737	lorf2-13	Eumetazoa	lightyellow	lantern
3687	PL10754	unchar-805	Eumetazoa	lightyellow	lantern
3688	PL10838	unchar-15399	Parliv	lightyellow	lantern
3689	PL10874	anl11-1	Eumetazoa	lightyellow	lantern
3690	PL11068	unchar-7030	Echinoidea	lightyellow	lantern
3691	PL11070	unchar-16213	Parliv	lightyellow	lantern
3692	PL11222	-	Echinoidea	lightyellow	lantern
3693	PL11351	unchar-22114	Parliv	lightyellow	lantern
3694	PL11443	-	Eumetazoa	lightyellow	lantern
3695	PL12417	kctd5-2	Deuterostomia	lightyellow	lantern
3696	PL12728	-	Eumetazoa	lightyellow	lantern
3697	PL12920	acsf2-1	Eumetazoa	lightyellow	lantern
3698	PL13070	unchar-764	Eumetazoa	lightyellow	lantern
3699	PL13211	unchar-14305	Parliv	lightyellow	lantern
3700	PL13329	unchar-16991	Echinoidea	lightyellow	lantern
3701	PL13348	tbx1	Eumetazoa	lightyellow	lantern
3702	PL13414	-	Eumetazoa	lightyellow	lantern
3703	PL13419	fbp3-2	Eumetazoa	lightyellow	lantern
3704	PL13485	srcr167	Eumetazoa	lightyellow	lantern
3705	PL13527	-	Parliv	lightyellow	lantern
3706	PL13537	unchar-20746	Parliv	lightyellow	lantern
3707	PL13571	-	Parliv	lightyellow	lantern
3708	PL13628	unchar-19135	Echinoidea	lightyellow	lantern
3709	PL13662	-	Echinoidea	lightyellow	lantern
3710	PL13758	-	Parliv	lightyellow	lantern
3711	PL13844	-	Echinoidea	lightyellow	lantern
3712	PL13983	-	Eumetazoa	lightyellow	lantern
3713	PL14034	adrb2-7	Eumetazoa	lightyellow	lantern
3714	PL14121	unchar-20402	Parliv	lightyellow	lantern
3715	PL14304	-	Parliv	lightyellow	lantern
3716	PL14341	unchar-16367	Parliv	lightyellow	lantern
3717	PL14444	unchar-14474	Echinoidea	lightyellow	lantern
3718	PL14505	unchar-20882	Echinoidea	lightyellow	lantern
3719	PL14846	unchar-17577	Echinoidea	lightyellow	lantern
3720	PL15010	unchar-10753	Eumetazoa	lightyellow	lantern
3721	PL15025	-	Eumetazoa	lightyellow	lantern
3722	PL15071	unchar-17079	Parliv	lightyellow	lantern
3723	PL15105	unchar-2868	Eumetazoa	lightyellow	lantern
3724	PL15243	-	Echinoidea	lightyellow	lantern
3725	PL15248	-	Parliv	lightyellow	lantern
3726	PL15301	-	Parliv	lightyellow	lantern
3727	PL15347	unchar-24364	Echinoidea	lightyellow	lantern
3728	PL15461	-	Eumetazoa	lightyellow	lantern
3729	PL15529	nalp3-3	Eumetazoa	lightyellow	lantern
3730	PL15674	-	Eumetazoa	lightyellow	lantern
3731	PL15741	rtjk-82	Eumetazoa	lightyellow	lantern
3732	PL16248	unchar-1909	Eumetazoa	lightyellow	lantern
3733	PL16456	-	Parliv	lightyellow	lantern
3734	PL16567	-	Eumetazoa	lightyellow	lantern
3735	PL16605	ph4-2	Eumetazoa	lightyellow	lantern
3736	PL16608	unchar-15884	Eumetazoa	lightyellow	lantern
3737	PL16674	-	Echinoidea	lightyellow	lantern
3738	PL16700	unchar-8424	Eumetazoa	lightyellow	lantern
3739	PL16978	-	Eumetazoa	lightyellow	lantern
3740	PL16997	unchar-15809	Echinoidea	lightyellow	lantern
3741	PL17106	unchar-17329	Eumetazoa	lightyellow	lantern
3742	PL17145	unchar-5498	Eumetazoa	lightyellow	lantern
3743	PL17213	bp10-3	Eumetazoa	lightyellow	lantern
3744	PL17235	unchar-9487	Bilateria	lightyellow	lantern
3745	PL17260	-	Parliv	lightyellow	lantern
3746	PL17393	unchar-14359	Parliv	lightyellow	lantern
3747	PL17444	unchar-24037	Echinoidea	lightyellow	lantern
3748	PL17664	-	Parliv	lightyellow	lantern
3749	PL17777	-	Echinoidea	lightyellow	lantern
3750	PL17841	runt2	Eumetazoa	lightyellow	lantern
3751	PL18036	unchar-7687	Parliv	lightyellow	lantern
3752	PL18037	unchar-7686	Parliv	lightyellow	lantern
3753	PL18391	unchar-14596	Eumetazoa	lightyellow	lantern
3754	PL18794	unchar-23245	Eumetazoa	lightyellow	lantern
3755	PL18882	unchar-24259	Eumetazoa	lightyellow	lantern
3756	PL19062	unchar-15918	Echinoidea	lightyellow	lantern
3757	PL19110	-	Eumetazoa	lightyellow	lantern
3758	PL19161	aces-14	Eumetazoa	lightyellow	lantern
3759	PL19197	-	Eumetazoa	lightyellow	lantern
3760	PL19383	unchar-3789	Echinoidea	lightyellow	lantern
3761	PL19553	-	Eumetazoa	lightyellow	lantern
3762	PL19752	unchar-4970	Parliv	lightyellow	lantern
3763	PL19835	-	Echinoidea	lightyellow	lantern
3764	PL19880	unchar-6733	Echinoidea	lightyellow	lantern
3765	PL19919	unchar-6989	Eumetazoa	lightyellow	lantern
3766	PL19955	-	Eumetazoa	lightyellow	lantern
3767	PL19990	krem1-8	Eumetazoa	lightyellow	lantern
3768	PL20058	unchar-20444	Eumetazoa	lightyellow	lantern
3769	PL20158	-	Bilateria	lightyellow	lantern
3770	PL20558	fk506bp12	Deuterostomia	lightyellow	lantern
3771	PL20772	unchar-8697	Parliv	lightyellow	lantern
3772	PL21003	polr-10	Eumetazoa	lightyellow	lantern
3773	PL21122	unchar-12313	Parliv	lightyellow	lantern
3774	PL21387	-	Eumetazoa	lightyellow	lantern
3775	PL21470	chst12l	Eumetazoa	lightyellow	lantern
3776	PL21650	unchar-590	Echinoidea	lightyellow	lantern
3777	PL21668	unchar-11626	Eumetazoa	lightyellow	lantern
3778	PL21757	unchar-305	Parliv	lightyellow	lantern
3779	PL21787	unchar-20206	Parliv	lightyellow	lantern
3780	PL21827	unchar-7799	Parliv	lightyellow	lantern
3781	PL22035	srcr226	Eumetazoa	lightyellow	lantern
3782	PL22133	mmp12-1	Eumetazoa	lightyellow	lantern
3783	PL22219	-	Eumetazoa	lightyellow	lantern
3784	PL22423	dmbt1-12	Eumetazoa	lightyellow	lantern
3785	PL22762	unchar-869	Parliv	lightyellow	lantern
3786	PL22851	unchar-18206	Parliv	lightyellow	lantern
3787	PL22901	dmbt1-67	Eumetazoa	lightyellow	lantern
3788	PL23040	unchar-271	Parliv	lightyellow	lantern
3789	PL23360	cfdp2-8	Eumetazoa	lightyellow	lantern
3790	PL23531	unchar-5030	Eumetazoa	lightyellow	lantern
3791	PL23706	unchar-19463	Eumetazoa	lightyellow	lantern
3792	PL23725	unchar-1363	Parliv	lightyellow	lantern
3793	PL23901	unchar-1605	Parliv	lightyellow	lantern
3794	PL23928	prof-2	Eumetazoa	lightyellow	lantern
3795	PL24015	nada-2	Eumetazoa	lightyellow	lantern
3796	PL24049	-	Eumetazoa	lightyellow	lantern
3797	PL24104	unchar-6067	Parliv	lightyellow	lantern
3798	PL24163	unchar-737	Echinoidea	lightyellow	lantern
3799	PL24169	fut3-1	Eumetazoa	lightyellow	lantern
3800	PL24312	-	Parliv	lightyellow	lantern
3801	PL24428	-	Bilateria	lightyellow	lantern
3802	PL24637	unchar-10839	Echinoidea	lightyellow	lantern
3803	PL25354	titin-6	Eumetazoa	lightyellow	lantern
3804	PL25645	-	Echinoidea	lightyellow	lantern
3805	PL25754	clect_58	Eumetazoa	lightyellow	lantern
3806	PL26080	tenx-1	Eumetazoa	lightyellow	lantern
3807	PL26186	-	Eumetazoa	lightyellow	lantern
3808	PL26350	unchar-21357	Eumetazoa	lightyellow	lantern
3809	PL26394	unchar-8685	Eleutherozoa	lightyellow	lantern
3810	PL26480	unchar-20973	Eumetazoa	lightyellow	lantern
3811	PL26491	prx1	Bilateria	lightyellow	lantern
3812	PL26848	macpfd.4	Eumetazoa	lightyellow	lantern
3813	PL26857	-	Bilateria	lightyellow	lantern
3814	PL27017	mot5-2	Eumetazoa	lightyellow	lantern
3815	PL27106	ap	Eumetazoa	lightyellow	lantern
3816	PL27111	cfah-1	Bilateria	lightyellow	lantern
3817	PL27247	fem1b-6	Eumetazoa	lightyellow	lantern
3818	PL27279	sea-4	Ambulacraria	lightyellow	lantern
3819	PL27355	lrp4-1	Bilateria	lightyellow	lantern
3820	PL27403	unchar-15609	Ambulacraria	lightyellow	lantern
3821	PL27624	tmm26-4	Eumetazoa	lightyellow	lantern
3822	PL27637	-	Eumetazoa	lightyellow	lantern
3823	PL27662	-	Parliv	lightyellow	lantern
3824	PL27686	sea-1	Ambulacraria	lightyellow	lantern
3825	PL27808	b3gt2-2	Echinoidea	lightyellow	lantern
3826	PL27840	unchar-918	Bilateria	lightyellow	lantern
3827	PL28182	-	Parliv	lightyellow	lantern
3828	PL28278	unchar-12461	Deuterostomia	lightyellow	lantern
3829	PL28323	gnmt-2	Eumetazoa	lightyellow	lantern
3830	PL28324	ccp-2	Bilateria	lightyellow	lantern
3831	PL28613	muc5b-1	Bilateria	lightyellow	lantern
3832	PL28769	lorf2-44	Parliv	lightyellow	lantern
3833	PL28843	-	Eumetazoa	lightyellow	lantern
3834	PL29354	-	Bilateria	lightyellow	lantern
3835	PL29586	-	Echinodermata	lightyellow	lantern
3836	PL29608	-	Eumetazoa	lightyellow	lantern
3837	PL29646	-	Bilateria	lightyellow	lantern
3838	PL29701	unchar-1919	Echinoidea	lightyellow	lantern
3839	PL29736	unchar-24204	Bilateria	lightyellow	lantern
3840	PL29817	unchar-22100	Eumetazoa	lightyellow	lantern
3841	PL29857	-	Bilateria	lightyellow	lantern
3842	PL30058	unchar-1532	Parliv	lightyellow	lantern
3843	PL30378	-	Eumetazoa	lightyellow	lantern
3844	PL30506	chrm3l-3	Bilateria	lightyellow	lantern
3845	PL30543	muc5ac	Bilateria	lightyellow	lantern
3846	PL31297	-	Parliv	lightyellow	lantern
3847	PL31542	unchar-4095	Bilateria	lightyellow	lantern
3848	PL31572	-	Eumetazoa	lightyellow	lantern
3849	PL31732	opsd2	Eumetazoa	lightyellow	lantern
3850	PL31890	unchar-6937	Eumetazoa	lightyellow	lantern
3851	PL32093	-	Eumetazoa	lightyellow	lantern
3852	PL32116	unchar-20620	Echinoidea	lightyellow	lantern
3853	PL32126	-	Echinoidea	lightyellow	lantern
3854	PL32140	oprk-1	Eumetazoa	lightyellow	lantern
3855	PL32175	unchar-17808	Echinoidea	lightyellow	lantern
3856	PL32319	unchar-20846	Eumetazoa	lightyellow	lantern
3857	PL32368	rej8l	Ambulacraria	lightyellow	lantern
3858	PL32391	unchar-21699	Eumetazoa	lightyellow	lantern
3859	PL32649	unchar-23535	Parliv	lightyellow	lantern
3860	PL32815	unchar-14735	Echinoidea	lightyellow	lantern
3861	PL32862	unchar-11086	Eumetazoa	lightyellow	lantern
3862	PL32988	unchar-23686	Parliv	lightyellow	lantern
3863	PL33080	unchar-7667	Eumetazoa	lightyellow	lantern
3864	PL33160	otcba	Eumetazoa	lightyellow	lantern
3865	PL33172	unchar-10431	Eumetazoa	lightyellow	lantern
3866	PL33292	fcn1-3	Eumetazoa	lightyellow	lantern
3867	PL33329	muc6	Eumetazoa	lightyellow	lantern
3868	PL33386	-	Echinoidea	lightyellow	lantern
3869	PL33611	5ht1a-7	Echinoidea	lightyellow	lantern
3870	PL33824	luc7l2l	Eumetazoa	lightyellow	lantern
3871	PL33884	unchar-13715	Echinoidea	lightyellow	lantern
3872	PL34051	unchar-17455	Parliv	lightyellow	lantern
3873	PL34172	unchar-9072	Eumetazoa	lightyellow	lantern
3874	PL34201	-	Eumetazoa	lightyellow	lantern
3875	PL34411	entk-6	Eumetazoa	lightyellow	lantern
3876	PL34412	unchar-20869	Parliv	lightyellow	lantern
3877	PL34418	bp10-4	Eumetazoa	lightyellow	lantern
3878	PL34419	unchar-20868	Parliv	lightyellow	lantern
3879	PL34559	unchar-7829	Eumetazoa	lightyellow	lantern
3880	PL34629	unchar-4432	Eumetazoa	lightyellow	lantern
3881	PL34739	-	Eumetazoa	lightyellow	lantern
3882	PL34740	unchar-15026	Parliv	lightyellow	lantern
3883	PL34808	unchar-13841	Echinoidea	lightyellow	lantern
3884	PL34816	lecg-10	Echinoidea	lightyellow	lantern
3885	PL34849	egfia-2	Parliv	lightyellow	lantern
3886	PL34989	st14-1	Parliv	lightyellow	lantern
3887	PL35008	unchar-1293	Parliv	lightyellow	lantern
3888	PL35144	pogk-4	Eumetazoa	lightyellow	lantern
3889	PL35233	tnxb	Eumetazoa	lightyellow	lantern
3890	PL35474	notchl-2	Eumetazoa	lightyellow	lantern
3891	PL35536	-	Eumetazoa	lightyellow	lantern
3892	PL35972	unchar-21393	Bilateria	lightyellow	lantern
3893	PL36688	unchar-11393	Parliv	lightyellow	lantern
3894	PL36819	-	Eumetazoa	lightyellow	lantern
3895	PL37378	-	Parliv	lightyellow	lantern
3896	PL37421	-	Echinoidea	lightyellow	lantern
3897	PL37462	-	Parliv	lightyellow	lantern
3898	PL37536	-	Eumetazoa	lightyellow	lantern
3899	PL37559	unchar-13784	Parliv	lightyellow	lantern
3900	PL37672	plpl4	Ambulacraria	lightyellow	lantern
3901	PL37978	rtjk-100	Eumetazoa	lightyellow	lantern
3902	PL38014	cfdp2-24	Eumetazoa	lightyellow	lantern
3903	PL38053	unchar-19912	Bilateria	lightyellow	lantern
3904	PL38120	unchar-9645	Eumetazoa	lightyellow	lantern
3905	PL38125	-	Bilateria	lightyellow	lantern
3906	PL38159	-	Parliv	lightyellow	lantern
3907	PL38230	-	Eumetazoa	lightyellow	lantern
3908	PL38440	unchar-9500	Parliv	lightyellow	lantern
3909	PL38495	unchar-5020	Parliv	lightyellow	lantern
3910	PL38656	unchar-3466	Parliv	lightyellow	lantern
3911	PL38688	unchar-7099	Eumetazoa	lightyellow	lantern
3912	PL38706	-	Parliv	lightyellow	lantern
3913	PL38751	unchar-2306	Parliv	lightyellow	lantern
3914	PL39126	unchar-9167	Eumetazoa	lightyellow	lantern
3915	PL39147	unchar-2800	Echinoidea	lightyellow	lantern
3916	PL39349	unchar-14381	Eumetazoa	lightyellow	lantern
3917	PL39552	-	Eumetazoa	lightyellow	lantern
3918	PL39582	unchar-10689	Echinoidea	lightyellow	lantern
3919	PL39593	unchar-19784	Echinoidea	lightyellow	lantern
3920	PL40198	-	Deuterostomia	lightyellow	lantern
3921	PL40543	-	Eumetazoa	lightyellow	lantern
3922	PL41100	-	Deuterostomia	lightyellow	lantern
3923	PL41273	unchar-21226	Eumetazoa	lightyellow	lantern
3924	PL41310	unchar-13618	Eumetazoa	lightyellow	lantern
3925	PL41327	rtbs-36	Eumetazoa	lightyellow	lantern
3926	PL41386	unchar-23794	Eumetazoa	lightyellow	lantern
3927	PL41463	dmbt1-49	Eumetazoa	lightyellow	lantern
3928	PL00117	unchar-70	Parliv	floralwhite	blastula_mid
3929	PL00470	yrd6-57	Eumetazoa	floralwhite	blastula_mid
3930	PL00495	unchar-18434	Eumetazoa	floralwhite	blastula_mid
3931	PL00592	unchar-19653	Eumetazoa	floralwhite	blastula_mid
