s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	s1tot	s2tot	n	fishp	padj	scol
4103	PL29578	286048	chrom5	4103	L_var_02797	95031860	chr1	1397	B3	789	1390	753	0	0	S
4104	PL29649	302432	chrom5	4104	L_var_02069	70466396	chr1	940	B1	789	1390	753	0	0	S
4105	PL30241	467325	chrom5	4105	L_var_02281	77512505	chr1	1065	B3	789	1390	753	0	0	S
4106	PL28621	529236	chrom5	4106	L_var_02792	94730329	chr1	1393	B3	789	1390	753	0	0	S
4107	PL29856	529621	chrom5	4107	L_var_02145	73253285	chr1	988	B3	789	1390	753	0	0	S
4108	PL29613	651395	chrom5	4108	L_var_02793	94861598	chr1	1394	B3	789	1390	753	0	0	S
4109	PL28667	704399	chrom5	4109	L_var_02795	94904231	chr1	1395	NA	789	1390	753	0	0	S
4110	PL29842	807822	chrom5	4110	L_var_02796	94991422	chr1	1396	B3	789	1390	753	0	0	S
4111	PL30240	846942	chrom5	4111	L_var_02280	77477057	chr1	1064	NA	789	1390	753	0	0	S
4112	PL30533	884412	chrom5	4112	L_var_02279	77395829	chr1	1063	B3	789	1390	753	0	0	S
4113	PL28760	1305830	chrom5	4113	L_var_02275	77325122	chr1	1061	B3	789	1390	753	0	0	S
4114	PL28988	1335696	chrom5	4114	L_var_02276	77333245	chr1	1062	B3	789	1390	753	0	0	S
4115	PL29801	1447773	chrom5	4115	L_var_02274	77251018	chr1	1060	NA	789	1390	753	0	0	S
4116	PL29766	1501137	chrom5	4116	L_var_02273	77218962	chr1	1059	C1	789	1390	753	0	0	S
4117	PL29452	1552334	chrom5	4117	L_var_02272	77186867	chr1	1058	C1	789	1390	753	0	0	S
4118	PL29253	1618729	chrom5	4118	L_var_01625	57260962	chr1	780	B3	789	1390	753	0	0	S
4119	PL28767	1677595	chrom5	4119	L_var_01620	57183448	chr1	778	NA	789	1390	753	0	0	S
4120	PL30210	1812996	chrom5	4120	L_var_01619	57155398	chr1	777	NA	789	1390	753	0	0	S
4121	PL29237	1864671	chrom5	4121	L_var_01621	57210021	chr1	779	NA	789	1390	753	0	0	S
4122	PL29598	1868824	chrom5	4122	L_var_01618	57047430	chr1	776	B3	789	1390	753	0	0	S
4123	PL28707	1940933	chrom5	4123	L_var_01617	56963943	chr1	775	NA	789	1390	753	0	0	S
4124	PL29999	1977977	chrom5	4124	L_var_01616	56918353	chr1	774	NA	789	1390	753	0	0	S
4125	PL29025	2092767	chrom5	4125	L_var_01612	56823595	chr1	772	B3	789	1390	753	0	0	S
4126	PL30567	2095061	chrom5	4126	L_var_01611	56765728	chr1	771	NA	789	1390	753	0	0	S
4127	PL28882	2210587	chrom5	4127	L_var_01610	56712309	chr1	770	B3	789	1390	753	0	0	S
4128	PL29419	2247659	chrom5	4128	L_var_01609	56653175	chr1	769	B3	789	1390	753	0	0	S
4129	PL29456	2365798	chrom5	4129	L_var_01607	56539045	chr1	768	B3	789	1390	753	0	0	S
4130	PL30683	2459197	chrom5	4130	L_var_01802	62912207	chr1	831	NA	789	1390	753	0	0	S
4131	PL30719	2461624	chrom5	4131	L_var_01801	62850257	chr1	830	NA	789	1390	753	0	0	S
4132	PL29528	2494494	chrom5	4132	L_var_01629	57369948	chr1	783	NA	789	1390	753	0	0	S
4133	PL29600	2503493	chrom5	4133	L_var_01628	57359926	chr1	782	NA	789	1390	753	0	0	S
4134	PL30705	2893678	chrom5	4134	L_var_02594	87904093	chr1	1268	NA	789	1390	753	0	0	S
4135	PL28946	2937549	chrom5	4135	L_var_02589	87837782	chr1	1266	NA	789	1390	753	0	0	S
4136	PL28773	2950184	chrom5	4136	L_var_02587	87794204	chr1	1265	NA	789	1390	753	0	0	S
4137	PL29572	3077854	chrom5	4138	L_var_02586	87773586	chr1	1264	N	789	1390	753	0	0	S
4138	PL30042	3102748	chrom5	4139	L_var_02584	87747974	chr1	1263	J1	789	1390	753	0	0	S
4139	PL30388	3143186	chrom5	4140	L_var_02583	87690032	chr1	1262	J1	789	1390	753	0	0	S
4140	PL29251	3159667	chrom5	4141	L_var_02581	87666795	chr1	1260	A	789	1390	753	0	0	S
4141	PL29569	3160449	chrom5	4142	L_var_02580	87661509	chr1	1259	J1	789	1390	753	0	0	S
4142	PL29426	3219769	chrom5	4143	L_var_02578	87581567	chr1	1258	J1	789	1390	753	0	0	S
4143	PL28740	3219952	chrom5	4144	L_var_02577	87581435	chr1	1257	J1	789	1390	753	0	0	S
4144	PL29739	3286527	chrom5	4145	L_var_02576	87517838	chr1	1256	NA	789	1390	753	0	0	S
4145	PL29823	3294984	chrom5	4146	L_var_02582	87678043	chr1	1261	NA	789	1390	753	0	0	S
4146	PL30738	3366590	chrom5	4147	L_var_02572	87478448	chr1	1255	NA	789	1390	753	0	0	S
4147	PL28947	3900244	chrom5	4149	L_var_01895	65910311	chr1	859	NA	789	1390	753	0	0	S
4148	PL29853	3906143	chrom5	4150	L_var_01565	55201316	chr1	742	C1	789	1390	753	0	0	S
4149	PL30340	3991567	chrom5	4151	L_var_01564	55190026	chr1	741	J1	789	1390	753	0	0	S
4150	PL29362	4059815	chrom5	4152	L_var_01563	55154162	chr1	739	J1	789	1390	753	0	0	S
4151	PL30361	4067784	chrom5	4153	L_var_01562	55154181	chr1	740	I	789	1390	753	0	0	S
4152	PL29332	4124646	chrom5	4154	L_var_01560	55116417	chr1	738	J1	789	1390	753	0	0	S
4153	PL29628	4266671	chrom5	4156	L_var_01919	66970728	chr1	871	NA	789	1390	753	0	0	S
4154	PL29190	4299909	chrom5	4157	L_var_01917	66908201	chr1	870	NA	789	1390	753	0	0	S
4155	PL30600	4364070	chrom5	4158	L_var_01738	61213303	chr1	813	NA	789	1390	753	0	0	S
4156	PL30663	4381717	chrom5	4159	L_var_01916	66871124	chr1	869	NA	789	1390	753	0	0	S
4157	PL30459	4382377	chrom5	4160	L_var_01737	61205315	chr1	812	O2	789	1390	753	0	0	S
4158	PL30400	4430137	chrom5	4161	L_var_01736	61184673	chr1	811	J1	789	1390	753	0	0	S
4159	PL28930	4436192	chrom5	4162	L_var_01912	66836981	chr1	868	J1	789	1390	753	0	0	S
4160	PL30201	4478458	chrom5	4163	L_var_01911	66805813	chr1	867	NA	789	1390	753	0	0	S
4161	PL28633	4534889	chrom5	4164	L_var_01732	61141477	chr1	810	NA	789	1390	753	0	0	S
4162	PL28925	4574716	chrom5	4165	L_var_02141	73127272	chr1	985	NA	789	1390	753	0	0	S
4163	PL29634	4613717	chrom5	4166	L_var_02140	73096878	chr1	984	NA	789	1390	753	0	0	S
4164	PL29878	4670995	chrom5	4168	L_var_02139	73090622	chr1	983	E	789	1390	753	0	0	S
4165	PL29971	4711186	chrom5	4169	L_var_02138	73057729	chr1	982	J1	789	1390	753	0	0	S
4166	PL30439	4737735	chrom5	4170	L_var_02137	73046638	chr1	981	NA	789	1390	753	0	0	S
4167	PL30046	4751667	chrom5	4171	L_var_02136	73013823	chr1	980	NA	789	1390	753	0	0	S
4168	PL30357	4817955	chrom5	4172	L_var_02135	73000362	chr1	979	NA	789	1390	753	0	0	S
4169	PL29223	4818936	chrom5	4173	L_var_02131	72936740	chr1	978	NA	789	1390	753	0	0	S
4170	PL30752	4964988	chrom5	4174	L_var_01770	61978883	chr1	822	NA	789	1390	753	0	0	S
4171	PL28813	4978526	chrom5	4175	L_var_01769	61905353	chr1	821	J1	789	1390	753	0	0	S
4172	PL29469	4998003	chrom5	4176	L_var_01944	67475138	chr1	879	J1	789	1390	753	0	0	S
4173	PL30692	4998181	chrom5	4177	L_var_01943	67475175	chr1	880	J1	789	1390	753	0	0	S
4174	PL30141	5029481	chrom5	4178	L_var_01942	67454339	chr1	878	J1	789	1390	753	0	0	S
4175	PL29477	5029768	chrom5	4179	L_var_01765	61863612	chr1	820	J1	789	1390	753	0	0	S
4176	PL28965	5047834	chrom5	4180	L_var_01939	67388626	chr1	877	J1	789	1390	753	0	0	S
4177	PL28755	5048004	chrom5	4181	L_var_01938	67382553	chr1	876	F	789	1390	753	0	0	S
4178	PL28776	5100112	chrom5	4182	L_var_01764	61844753	chr1	819	NA	789	1390	753	0	0	S
4179	PL30097	5132020	chrom5	4183	L_var_01759	61644559	chr1	818	NA	789	1390	753	0	0	S
4180	PL30753	5323384	chrom5	4184	L_var_01754	61574785	chr1	817	NA	789	1390	753	0	0	S
4181	PL30250	5327445	chrom5	4185	L_var_01753	61560889	chr1	816	NA	789	1390	753	0	0	S
4182	PL28728	5396748	chrom5	4186	L_var_01927	67149443	chr1	875	NA	789	1390	753	0	0	S
4183	PL30088	5450798	chrom5	4187	L_var_02471	83272407	chr1	1189	J1	789	1390	753	0	0	S
4184	PL29070	5534758	chrom5	4188	L_var_02470	83250992	chr1	1188	J1	789	1390	753	0	0	S
4185	PL28636	5542783	chrom5	4189	L_var_02384	80477528	chr1	1132	J1	789	1390	753	0	0	S
4186	PL29011	5578146	chrom5	4190	L_var_02385	80518877	chr1	1133	NA	789	1390	753	0	0	S
4187	PL28613	5674637	chrom5	4192	L_var_02386	80617493	chr1	1134	NA	789	1390	753	0	0	S
4188	PL28933	5727670	chrom5	4193	L_var_02387	80673060	chr1	1135	Q	789	1390	753	0	0	S
4189	PL28754	5763590	chrom5	4194	L_var_02388	80692334	chr1	1136	P	789	1390	753	0	0	S
4190	PL28883	5852337	chrom5	4195	L_var_02389	80750527	chr1	1137	NA	789	1390	753	0	0	S
4191	PL29859	5892052	chrom5	4196	L_var_02390	80806201	chr1	1138	J1	789	1390	753	0	0	S
4192	PL29120	5934000	chrom5	4197	L_var_02394	80989437	chr1	1139	M	789	1390	753	0	0	S
4193	PL29741	5963640	chrom5	4198	L_var_02395	81004765	chr1	1140	NA	789	1390	753	0	0	S
4194	PL30700	5993326	chrom5	4199	L_var_02396	81030021	chr1	1141	B3	789	1390	753	0	0	S
4195	PL30023	6024319	chrom5	4200	L_var_02398	81054199	chr1	1143	B3	789	1390	753	0	0	S
4196	PL28770	6024438	chrom5	4201	L_var_02397	81053991	chr1	1142	B3	789	1390	753	0	0	S
4197	PL29453	6038982	chrom5	4202	L_var_02400	81079692	chr1	1144	NA	789	1390	753	0	0	S
4198	PL29050	6063620	chrom5	4204	L_var_02402	81098430	chr1	1145	B3	789	1390	753	0	0	S
4199	PL30071	6178105	chrom5	4206	L_var_02628	88938663	chr1	1295	C2	789	1390	753	0	0	S
4200	PL28818	6333512	chrom5	4208	L_var_02631	89036909	chr1	1296	NA	789	1390	753	0	0	S
4201	PL29398	6340146	chrom5	4209	L_var_02632	89042198	chr1	1297	NA	789	1390	753	0	0	S
4202	PL28647	6373752	chrom5	4210	L_var_02633	89069591	chr1	1298	NA	789	1390	753	0	0	S
4203	PL30096	6378959	chrom5	4211	L_var_02634	89070990	chr1	1299	NA	789	1390	753	0	0	S
4204	PL29906	6424545	chrom5	4212	L_var_02635	89090126	chr1	1300	NA	789	1390	753	0	0	S
4205	PL29926	6449610	chrom5	4213	L_var_02636	89120232	chr1	1301	NA	789	1390	753	0	0	S
4206	PL28709	6481631	chrom5	4214	L_var_02637	89142805	chr1	1302	NA	789	1390	753	0	0	S
4207	PL29142	6583805	chrom5	4215	L_var_02639	89298990	chr1	1303	NA	789	1390	753	0	0	S
4208	PL29965	6587496	chrom5	4216	L_var_02641	89419985	chr1	1304	I	789	1390	753	0	0	S
4209	PL30729	6660145	chrom5	4217	L_var_01576	55512751	chr1	750	B3	789	1390	753	0	0	S
4210	PL29249	6743996	chrom5	4218	L_var_02225	75503450	chr1	1029	NA	789	1390	753	0	0	S
4211	PL29976	6774124	chrom5	4219	L_var_02223	75451624	chr1	1028	B3	789	1390	753	0	0	S
4212	PL29882	6774374	chrom5	4220	L_var_02222	75446422	chr1	1027	NA	789	1390	753	0	0	S
4213	PL29616	6814417	chrom5	4221	L_var_02468	83136173	chr1	1187	B3	789	1390	753	0	0	S
4214	PL29151	6917785	chrom5	4222	L_var_02467	83103457	chr1	1186	B3	789	1390	753	0	0	S
4215	PL30701	6952324	chrom5	4223	L_var_02466	83057108	chr1	1185	NA	789	1390	753	0	0	S
4216	PL30011	7056247	chrom5	4224	L_var_02464	83001599	chr1	1184	NA	789	1390	753	0	0	S
4217	PL29350	7111787	chrom5	4225	L_var_02463	82954523	chr1	1183	B3	789	1390	753	0	0	S
4218	PL29997	7117374	chrom5	4226	L_var_02461	82913182	chr1	1182	NA	789	1390	753	0	0	S
4219	PL29268	7171060	chrom5	4227	L_var_02460	82884275	chr1	1181	NA	789	1390	753	0	0	S
4220	PL29007	7270415	chrom5	4228	L_var_02458	82832411	chr1	1180	B1	789	1390	753	0	0	S
4221	PL30259	7316671	chrom5	4229	L_var_02457	82785263	chr1	1179	B3	789	1390	753	0	0	S
4222	PL29468	7321847	chrom5	4230	L_var_02456	82784862	chr1	1178	B3	789	1390	753	0	0	S
4223	PL28801	7430454	chrom5	4232	L_var_02455	82754498	chr1	1177	B3	789	1390	753	0	0	S
4224	PL29500	7528929	chrom5	4233	L_var_02452	82674606	chr1	1176	B3	789	1390	753	0	0	S
4225	PL29399	7669166	chrom5	4234	L_var_02450	82556428	chr1	1174	B3	789	1390	753	0	0	S
4226	PL29665	7762733	chrom5	4235	L_var_02448	82447402	chr1	1173	B3	789	1390	753	0	0	S
4227	PL29944	7791002	chrom5	4236	L_var_02447	82437172	chr1	1172	F	789	1390	753	0	0	S
4228	PL29261	7854765	chrom5	4237	L_var_02443	82345647	chr1	1171	C2	789	1390	753	0	0	S
4229	PL29593	8030612	chrom5	4238	L_var_02441	82327793	chr1	1170	N	789	1390	753	0	0	S
4230	PL29018	8076729	chrom5	4239	L_var_02440	82288992	chr1	1169	B3	789	1390	753	0	0	S
4231	PL29008	8096928	chrom5	4240	L_var_02439	82282431	chr1	1168	NA	789	1390	753	0	0	S
4232	PL30182	8144770	chrom5	4241	L_var_02437	82242962	chr1	1167	B3	789	1390	753	0	0	S
4233	PL30237	8200137	chrom5	4242	L_var_02435	82197465	chr1	1166	B3	789	1390	753	0	0	S
4234	PL29830	8229697	chrom5	4243	L_var_02434	82187030	chr1	1165	B3	789	1390	753	0	0	S
4235	PL29748	8256292	chrom5	4244	L_var_02432	82143866	chr1	1164	NA	789	1390	753	0	0	S
4236	PL28758	8288220	chrom5	4245	L_var_02428	82069670	chr1	1163	B3	789	1390	753	0	0	S
4237	PL29676	8292173	chrom5	4246	L_var_02426	82025454	chr1	1162	B3	789	1390	753	0	0	S
4238	PL29167	8429744	chrom5	4247	L_var_02425	81942818	chr1	1161	NA	789	1390	753	0	0	S
4239	PL29165	8496465	chrom5	4248	L_var_02424	81895947	chr1	1160	NA	789	1390	753	0	0	S
4240	PL29809	8497592	chrom5	4249	L_var_02423	81887626	chr1	1159	NA	789	1390	753	0	0	S
4241	PL29931	8555919	chrom5	4250	L_var_02422	81860366	chr1	1158	C2	789	1390	753	0	0	S
4242	PL29699	8617468	chrom5	4251	L_var_02420	81840975	chr1	1157	N	789	1390	753	0	0	S
4243	PL29542	8655290	chrom5	4252	L_var_02418	81799789	chr1	1156	NA	789	1390	753	0	0	S
4244	PL29530	8691635	chrom5	4253	L_var_02417	81760358	chr1	1155	NA	789	1390	753	0	0	S
4245	PL30312	8717547	chrom5	4254	L_var_02416	81741758	chr1	1154	NA	789	1390	753	0	0	S
4246	PL30101	8726785	chrom5	4255	L_var_02414	81721750	chr1	1153	NA	789	1390	753	0	0	S
4247	PL29495	8873236	chrom5	4256	L_var_02412	81597919	chr1	1152	NA	789	1390	753	0	0	S
4248	PL29372	8974895	chrom5	4258	L_var_02282	77531315	chr1	1066	NA	789	1390	753	0	0	S
4249	PL30194	9154742	chrom5	4260	L_var_02288	77643946	chr1	1067	NA	789	1390	753	0	0	S
4250	PL29436	9187666	chrom5	4261	L_var_02289	77661468	chr1	1068	NA	789	1390	753	0	0	S
4251	PL28584	9204878	chrom5	4262	L_var_02290	77668076	chr1	1069	B3	789	1390	753	0	0	S
4252	PL29208	9466942	chrom5	4263	L_var_02292	77797386	chr1	1070	B3	789	1390	753	0	0	S
4253	PL28979	9536710	chrom5	4264	L_var_02293	77867889	chr1	1071	NA	789	1390	753	0	0	S
4254	PL30550	9582757	chrom5	4265	L_var_02294	77886491	chr1	1072	B3	789	1390	753	0	0	S
4255	PL29389	9640591	chrom5	4266	L_var_02295	77934109	chr1	1073	B3	789	1390	753	0	0	S
4256	PL28981	9643446	chrom5	4267	L_var_02296	77978017	chr1	1074	NA	789	1390	753	0	0	S
4257	PL30147	9702232	chrom5	4268	L_var_02297	77994542	chr1	1075	NA	789	1390	753	0	0	S
4258	PL28846	9765066	chrom5	4269	L_var_02298	78007649	chr1	1076	NA	789	1390	753	0	0	S
4259	PL29041	9789116	chrom5	4270	L_var_02299	78028662	chr1	1077	B3	789	1390	753	0	0	S
4260	PL30115	9811528	chrom5	4271	L_var_02300	78068026	chr1	1078	B3	789	1390	753	0	0	S
4261	PL30225	9867308	chrom5	4272	L_var_02301	78092060	chr1	1079	B3	789	1390	753	0	0	S
4262	PL29903	9875762	chrom5	4273	L_var_02302	78097066	chr1	1080	NA	789	1390	753	0	0	S
4263	PL28863	9904809	chrom5	4274	L_var_02303	78134232	chr1	1081	B3	789	1390	753	0	0	S
4264	PL30366	9915420	chrom5	4275	L_var_02304	78140402	chr1	1082	B3	789	1390	753	0	0	S
4265	PL29847	9940286	chrom5	4276	L_var_02305	78180599	chr1	1083	B3	789	1390	753	0	0	S
4266	PL30480	9975875	chrom5	4277	L_var_02306	78213533	chr1	1084	B3	789	1390	753	0	0	S
4267	PL30218	9979194	chrom5	4278	L_var_02307	78221575	chr1	1085	Q	789	1390	753	0	0	S
4268	PL30356	10079449	chrom5	4279	L_var_02308	78264326	chr1	1086	B3	789	1390	753	0	0	S
4269	PL28692	10115922	chrom5	4280	L_var_02309	78313826	chr1	1087	B3	789	1390	753	0	0	S
4270	PL30741	10225641	chrom5	4281	L_var_02311	78379296	chr1	1088	NA	789	1390	753	0	0	S
4271	PL29651	10328613	chrom5	4282	L_var_02313	78444703	chr1	1089	B3	789	1390	753	0	0	S
4272	PL28616	10358773	chrom5	4283	L_var_02314	78467979	chr1	1090	NA	789	1390	753	0	0	S
4273	PL29146	10394013	chrom5	4284	L_var_02315	78484237	chr1	1091	NA	789	1390	753	0	0	S
4274	PL29814	10394027	chrom5	4285	L_var_02317	78511893	chr1	1092	B3	789	1390	753	0	0	S
4275	PL29746	10440986	chrom5	4286	L_var_02319	78583239	chr1	1093	NA	789	1390	753	0	0	S
4276	PL29885	10441023	chrom5	4287	L_var_02320	78583240	chr1	1094	NA	789	1390	753	0	0	S
4277	PL29590	10531864	chrom5	4288	L_var_02321	78620022	chr1	1095	NA	789	1390	753	0	0	S
4278	PL29168	10535816	chrom5	4289	L_var_02322	78701937	chr1	1096	NA	789	1390	753	0	0	S
4279	PL30346	10597042	chrom5	4290	L_var_02324	78761224	chr1	1097	NA	789	1390	753	0	0	S
4280	PL29711	10710177	chrom5	4291	L_var_02327	78830583	chr1	1098	NA	789	1390	753	0	0	S
4281	PL29295	10776006	chrom5	4292	L_var_02329	78845323	chr1	1099	NA	789	1390	753	0	0	S
4282	PL28931	10814136	chrom5	4293	L_var_02330	78948656	chr1	1100	NA	789	1390	753	0	0	S
4283	PL29869	10839491	chrom5	4294	L_var_02331	78963118	chr1	1101	NA	789	1390	753	0	0	S
4284	PL29892	10870090	chrom5	4295	L_var_02332	79017200	chr1	1102	NA	789	1390	753	0	0	S
4285	PL30002	10890839	chrom5	4296	L_var_02333	79026189	chr1	1103	NA	789	1390	753	0	0	S
4286	PL30306	10931401	chrom5	4297	L_var_02338	79185000	chr1	1104	NA	789	1390	753	0	0	S
4287	PL30113	11020169	chrom5	4298	L_var_02344	79321268	chr1	1106	B3	789	1390	753	0	0	S
4288	PL30203	11215552	chrom5	4299	L_var_02348	79483278	chr1	1107	NA	789	1390	753	0	0	S
4289	PL30619	11355143	chrom5	4300	L_var_02350	79526896	chr1	1108	NA	789	1390	753	0	0	S
4290	PL30230	11376763	chrom5	4301	L_var_02351	79535885	chr1	1109	NA	789	1390	753	0	0	S
4291	PL29355	11417256	chrom5	4302	L_var_02354	79554676	chr1	1110	NA	789	1390	753	0	0	S
4292	PL28786	11420218	chrom5	4303	L_var_02355	79554916	chr1	1111	NA	789	1390	753	0	0	S
4293	PL29202	11496881	chrom5	4304	L_var_02356	79565081	chr1	1112	NA	789	1390	753	0	0	S
4294	PL28768	11530547	chrom5	4305	L_var_02357	79595382	chr1	1113	NA	789	1390	753	0	0	S
4295	PL30353	11563690	chrom5	4306	L_var_02359	79649936	chr1	1114	NA	789	1390	753	0	0	S
4296	PL30365	11684769	chrom5	4307	L_var_02360	79746150	chr1	1115	K	789	1390	753	0	0	S
4297	PL29306	11737975	chrom5	4309	L_var_02363	79778599	chr1	1116	NA	789	1390	753	0	0	S
4298	PL30433	11824370	chrom5	4310	L_var_02364	79965828	chr1	1117	J1	789	1390	753	0	0	S
4299	PL30219	11898916	chrom5	4311	L_var_02366	79989155	chr1	1118	J1	789	1390	753	0	0	S
4300	PL30370	11952259	chrom5	4312	L_var_02367	80044137	chr1	1119	B3	789	1390	753	0	0	S
4301	PL29140	11953902	chrom5	4313	L_var_02368	80049573	chr1	1120	M	789	1390	753	0	0	S
4302	PL29396	11982072	chrom5	4314	L_var_02369	80065059	chr1	1121	J1	789	1390	753	0	0	S
4303	PL30135	12227193	chrom5	4316	L_var_02374	80170314	chr1	1122	J1	789	1390	753	0	0	S
4304	PL30197	12229270	chrom5	4317	L_var_02375	80214198	chr1	1123	P	789	1390	753	0	0	S
4305	PL29395	12251314	chrom5	4318	L_var_02376	80235725	chr1	1124	NA	789	1390	753	0	0	S
4306	PL30608	12255752	chrom5	4319	L_var_02377	80240263	chr1	1125	L	789	1390	753	0	0	S
4307	PL29409	12282449	chrom5	4320	L_var_02378	80258387	chr1	1126	J1	789	1390	753	0	0	S
4308	PL28985	12295425	chrom5	4321	L_var_02379	80314336	chr1	1127	NA	789	1390	753	0	0	S
4309	PL30122	12324833	chrom5	4322	L_var_02380	80336202	chr1	1128	B3	789	1390	753	0	0	S
4310	PL29658	12371995	chrom5	4323	L_var_02381	80380787	chr1	1129	NA	789	1390	753	0	0	S
4311	PL30205	12429780	chrom5	4324	L_var_02382	80403797	chr1	1130	B3	789	1390	753	0	0	S
4312	PL30735	12438236	chrom5	4325	L_var_02221	75423694	chr1	1026	NA	789	1390	753	0	0	S
4313	PL28791	12486303	chrom5	4326	L_var_02220	75348661	chr1	1025	NA	789	1390	753	0	0	S
4314	PL28746	12522888	chrom5	4327	L_var_02219	75303192	chr1	1024	B3	789	1390	753	0	0	S
4315	PL30128	12538829	chrom5	4328	L_var_02218	75286167	chr1	1023	B3	789	1390	753	0	0	S
4316	PL28832	12579556	chrom5	4329	L_var_02217	75231643	chr1	1022	E	789	1390	753	0	0	S
4317	PL28811	12605950	chrom5	4330	L_var_02216	75224208	chr1	1021	NA	789	1390	753	0	0	S
4318	PL30277	12624625	chrom5	4331	L_var_02214	75193870	chr1	1019	D	789	1390	753	0	0	S
4319	PL30157	12625086	chrom5	4332	L_var_02215	75195438	chr1	1020	NA	789	1390	753	0	0	S
4320	PL30643	12651758	chrom5	4333	L_var_02213	75160696	chr1	1018	NA	789	1390	753	0	0	S
4321	PL30607	12651920	chrom5	4334	L_var_02212	75159853	chr1	1017	B3	789	1390	753	0	0	S
4322	PL29768	12894699	chrom5	4335	L_var_02490	84100077	chr1	1198	B3	789	1390	753	0	0	S
4323	PL29083	12958742	chrom5	4336	L_var_02491	84191532	chr1	1199	B3	789	1390	753	0	0	S
4324	PL28610	13012967	chrom5	4337	L_var_02492	84195625	chr1	1200	B3	789	1390	753	0	0	S
4325	PL30481	13104032	chrom5	4338	L_var_02493	84270144	chr1	1201	NA	789	1390	753	0	0	S
4326	PL29383	13171833	chrom5	4339	L_var_02494	84359835	chr1	1202	B3	789	1390	753	0	0	S
4327	PL29752	13250052	chrom5	4340	L_var_02496	84447085	chr1	1203	NA	789	1390	753	0	0	S
4328	PL29756	13431368	chrom5	4341	L_var_02499	84625267	chr1	1204	NA	789	1390	753	0	0	S
4329	PL30021	13477344	chrom5	4342	L_var_02500	84666798	chr1	1205	B3	789	1390	753	0	0	S
4330	PL30152	13537217	chrom5	4343	L_var_02501	84673817	chr1	1206	K	789	1390	753	0	0	S
4331	PL29225	13569093	chrom5	4344	L_var_02502	84711657	chr1	1207	B3	789	1390	753	0	0	S
4332	PL30243	13613441	chrom5	4345	L_var_02503	84755206	chr1	1208	B3	789	1390	753	0	0	S
4333	PL30244	13758326	chrom5	4346	L_var_02504	84785932	chr1	1209	NA	789	1390	753	0	0	S
4334	PL30404	14015569	chrom5	4347	L_var_02506	85086655	chr1	1210	B3	789	1390	753	0	0	S
4335	PL30727	14048230	chrom5	4348	L_var_02507	85117797	chr1	1211	B3	789	1390	753	0	0	S
4336	PL29305	14252663	chrom5	4350	L_var_02100	71609203	chr1	962	NA	789	1390	753	0	0	S
4337	PL29287	14495634	chrom5	4351	L_var_02119	72612884	chr1	972	NA	789	1390	753	0	0	S
4338	PL29589	14591067	chrom5	4352	L_var_02120	72653495	chr1	973	NA	789	1390	753	0	0	S
4339	PL30535	14952001	chrom5	4353	L_var_02128	72855426	chr1	975	NA	789	1390	753	0	0	S
4340	PL29543	14968739	chrom5	4354	L_var_02129	72873916	chr1	976	J1	789	1390	753	0	0	S
4341	PL29518	14974106	chrom5	4355	L_var_02130	72889890	chr1	977	NA	789	1390	753	0	0	S
4342	PL29166	15079913	chrom5	4356	L_var_02182	74288418	chr1	1006	NA	789	1390	753	0	0	S
4343	PL28880	15103104	chrom5	4357	L_var_02759	93862367	chr1	1371	J1	789	1390	753	0	0	S
4344	PL28716	15126787	chrom5	4358	L_var_02758	93803736	chr1	1370	NA	789	1390	753	0	0	S
4345	PL28659	15196361	chrom5	4359	L_var_01961	68155866	chr1	885	NA	789	1390	753	0	0	S
4346	PL29923	15366381	chrom5	4360	L_var_01783	62450091	chr1	828	J1	789	1390	753	0	0	S
4347	PL28869	15414543	chrom5	4361	L_var_01958	67939240	chr1	884	NA	789	1390	753	0	0	S
4348	PL29369	15549041	chrom5	4362	L_var_01781	62305951	chr1	827	J1	789	1390	753	0	0	S
4349	PL30105	15620041	chrom5	4363	L_var_01954	67732735	chr1	883	J1	789	1390	753	0	0	S
4350	PL30179	15634227	chrom5	4364	L_var_01778	62142535	chr1	826	NA	789	1390	753	0	0	S
4351	PL28968	15646334	chrom5	4365	L_var_01952	67690280	chr1	882	NA	789	1390	753	0	0	S
4352	PL29421	15648626	chrom5	4366	L_var_01775	62110736	chr1	825	NA	789	1390	753	0	0	S
4353	PL29667	15656971	chrom5	4367	L_var_01774	62093198	chr1	824	B1	789	1390	753	0	0	S
4354	PL29978	15692488	chrom5	4368	L_var_01948	67641234	chr1	881	NA	789	1390	753	0	0	S
4355	PL29046	15824851	chrom5	4370	L_var_01771	62043089	chr1	823	J1	789	1390	753	0	0	S
4356	PL30341	15837815	chrom5	4371	L_var_02181	74279346	chr1	1005	NA	789	1390	753	0	0	S
4357	PL30687	15891563	chrom5	4372	L_var_01642	57753270	chr1	788	J1	789	1390	753	0	0	S
4358	PL29994	15958201	chrom5	4373	L_var_01643	57784470	chr1	789	J1	789	1390	753	0	0	S
4359	PL30521	15974674	chrom5	4374	L_var_01644	57813109	chr1	790	M	789	1390	753	0	0	S
4360	PL29476	16082120	chrom5	4375	L_var_01815	63274291	chr1	835	J1	789	1390	753	0	0	S
