s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	CLG2
BL04524	3499778	BFL_4	1540	g151618	40625026	scaffold_3	5148	CLGO	CLGO
BL04528	3567374	BFL_4	1542	g147939	24718219	scaffold_3	5002	CLGO	CLGO
BL04529	3576041	BFL_4	1543	g148872	28662484	scaffold_3	5042	CLGO	CLGO
BL04530	3592685	BFL_4	1544	g145014	11625299	scaffold_3	4885	CLGO	CLGO
BL04531	3598163	BFL_4	1545	g152021	42199548	scaffold_3	5158	CLGO	CLGO
BL17866	3768776	BFL_4	1547	g148166	25802737	scaffold_3	5019	CLGO	CLGO
BL16603	3824077	BFL_4	1548	g144703	10220019	scaffold_3	4872	CLGO	CLGO
BL16598	3932445	BFL_4	1549	g149935	33392603	scaffold_3	5082	CLGO	CLGO
BL16596	4014349	BFL_4	1550	g149193	30083998	scaffold_3	5055	CLGO	CLGO
BL16590	4106250	BFL_4	1551	g148175	25822345	scaffold_3	5020	CLGO	CLGO
BL16580	4345774	BFL_4	1553	g145890	15870410	scaffold_3	4925	CLGO	CLGO
BL16579	4353568	BFL_4	1554	g143698	5253398	scaffold_3	4836	CLGO	CLGO
BL16578	4384853	BFL_4	1555	g143700	5269032	scaffold_3	4837	CLGO	CLGO
BL16577	4390934	BFL_4	1556	g143980	6780112	scaffold_3	4852	CLGO	CLGO
BL16576	4402328	BFL_4	1557	g148590	27362078	scaffold_3	5038	CLGO	CLGO
BL16559	4596237	BFL_4	1561	g148334	26375839	scaffold_3	5024	CLGO	CLGO
BL16557	4718141	BFL_4	1562	g144054	7122268	scaffold_3	4854	CLGO	CLGO
BL16556	4726029	BFL_4	1563	g144042	7038461	scaffold_3	4853	CLGO	CLGO
BL16532	4949504	BFL_4	1564	g143793	5703036	scaffold_3	4841	CLGO	CLGO
BL16531	5004927	BFL_4	1565	g147461	22630634	scaffold_3	4990	CLGO	CLGO
BL16520	5281850	BFL_4	1568	g145020	11642720	scaffold_3	4886	CLGO	CLGO
BL16504	5488712	BFL_4	1571	g150251	34937884	scaffold_3	5097	CLGO	CLGO
BL16483	5909239	BFL_4	1573	g143655	5004846	scaffold_3	4831	CLGO	CLGO
BL16473	6004456	BFL_4	1574	g145991	16374289	scaffold_3	4933	CLGO	CLGO
BL16472	6017118	BFL_4	1575	g148393	26637065	scaffold_3	5025	CLGO	CLGO
BL16469	6049871	BFL_4	1576	g151826	41264314	scaffold_3	5151	CLGO	CLGO
BL16468	6115652	BFL_4	1577	g151811	41230727	scaffold_3	5150	CLGO	CLGO
BL16467	6152289	BFL_4	1578	g151808	41224217	scaffold_3	5149	CLGO	CLGO
BL22307	6799311	BFL_4	1581	g146209	17364617	scaffold_3	4938	CLGO	CLGO
BL22306	6805653	BFL_4	1582	g149795	32803130	scaffold_3	5072	CLGO	CLGO
BL22302	6920797	BFL_4	1583	g144667	9981388	scaffold_3	4871	CLGO	CLGO
BL22293	7086165	BFL_4	1584	g147191	21484073	scaffold_3	4981	CLGO	CLGO
BL22292	7147028	BFL_4	1585	g147691	23590747	scaffold_3	4995	CLGO	CLGO
BL22279	7377198	BFL_4	1588	g151391	39709443	scaffold_3	5144	CLGO	CLGO
BL22277	7397472	BFL_4	1589	g143034	1987705	scaffold_3	4807	CLGO	CLGO
BL22276	7416364	BFL_4	1590	g151848	41344789	scaffold_3	5153	CLGO	CLGO
BL22272	7467040	BFL_4	1591	g145328	13162252	scaffold_3	4901	CLGO	CLGO
BL22271	7479770	BFL_4	1592	g145985	16349696	scaffold_3	4932	CLGO	CLGO
BL22251	7769073	BFL_4	1595	g145315	13056069	scaffold_3	4900	CLGO	CLGO
BL22248	7828293	BFL_4	1598	g143322	3461306	scaffold_3	4819	CLGO	CLGO
BL22212	8258643	BFL_4	1600	g143051	2066576	scaffold_3	4808	CLGO	CLGO
BL22200	8402609	BFL_4	1601	g146975	20581901	scaffold_3	4969	CLGO	CLGO
BL22195	8429873	BFL_4	1603	g147173	21379854	scaffold_3	4980	CLGO	CLGO
BL22185	8528980	BFL_4	1604	g148275	26181976	scaffold_3	5021	CLGO	CLGO
BL22184	8531772	BFL_4	1605	g150122	34354597	scaffold_3	5092	CLGO	CLGO
BL22183	8547329	BFL_4	1606	g151282	39138983	scaffold_3	5139	CLGO	CLGO
BL22174	8788335	BFL_4	1608	g147125	21176994	scaffold_3	4978	CLGO	CLGO
BL22165	9048201	BFL_4	1610	g147039	20834432	scaffold_3	4971	CLGO	CLGO
BL22164	9053762	BFL_4	1611	g148562	27258948	scaffold_3	5036	CLGO	CLGO
BL22132	9383006	BFL_4	1612	g150007	33694432	scaffold_3	5084	CLGO	CLGO
BL22128	9439327	BFL_4	1614	g148961	28928758	scaffold_3	5044	CLGO	CLGO
BL22127	9451403	BFL_4	1615	g151615	40595518	scaffold_3	5147	CLGO	CLGO
BL22123	9501999	BFL_4	1618	g144983	11476710	scaffold_3	4880	CLGO	CLGO
BL22119	9586542	BFL_4	1619	g142851	1183875	scaffold_3	4800	CLGO	CLGO
BL22118	9592786	BFL_4	1620	g145008	11598997	scaffold_3	4884	CLGO	CLGO
BL22117	9608394	BFL_4	1621	g145007	11595047	scaffold_3	4883	CLGO	CLGO
BL22114	9623933	BFL_4	1623	g145622	14727684	scaffold_3	4910	CLGO	CLGO
BL22113	9645247	BFL_4	1624	g149691	32280658	scaffold_3	5070	CLGO	CLGO
BL22108	9727645	BFL_4	1627	g147973	24864414	scaffold_3	5007	CLGO	CLGO
BL22104	9776776	BFL_4	1628	g145005	11572547	scaffold_3	4882	CLGO	CLGO
BL22101	9816174	BFL_4	1630	g143818	5858484	scaffold_3	4844	CLGO	CLGO
BL22100	9831303	BFL_4	1631	g143821	5864371	scaffold_3	4845	CLGO	CLGO
BL22082	10056462	BFL_4	1635	g151328	39375117	scaffold_3	5142	CLGO	CLGO
BL22081	10073323	BFL_4	1636	g151332	39393387	scaffold_3	5143	CLGO	CLGO
BL22079	10085255	BFL_4	1637	g145982	16306221	scaffold_3	4931	CLGO	CLGO
BL22078	10090272	BFL_4	1638	g149344	30714001	scaffold_3	5058	CLGO	CLGO
BL22071	10150379	BFL_4	1641	g149299	30601768	scaffold_3	5057	CLGO	CLGO
BL22063	10365829	BFL_4	1643	g150590	36257842	scaffold_3	5114	CLGO	CLGO
BL22062	10393237	BFL_4	1644	g150563	36124055	scaffold_3	5113	CLGO	CLGO
BL22061	10410587	BFL_4	1645	g152038	42240997	scaffold_3	5160	CLGO	CLGO
BL22059	10431469	BFL_4	1646	g151186	38703538	scaffold_3	5135	CLGO	CLGO
BL22054	10521878	BFL_4	1648	g149845	33049279	scaffold_3	5076	CLGO	CLGO
BL22047	10685378	BFL_4	1650	g144313	8451300	scaffold_3	4859	CLGO	CLGO
BL22041	10746479	BFL_4	1653	g148410	26720884	scaffold_3	5027	CLGO	CLGO
BL22040	10757401	BFL_4	1654	g148081	25303294	scaffold_3	5014	CLGO	CLGO
BL22039	10772534	BFL_4	1655	g152536	44187513	scaffold_3	5183	CLGO	CLGO
BL22034	10880531	BFL_4	1656	g146898	20274037	scaffold_3	4959	CLGO	CLGO
BL22033	10887374	BFL_4	1657	g144598	9606164	scaffold_3	4868	CLGO	CLGO
BL22031	10942902	BFL_4	1658	g144969	11409675	scaffold_3	4879	CLGO	CLGO
BL22030	10948732	BFL_4	1659	g152084	42383113	scaffold_3	5164	CLGO	CLGO
BL22020	11125831	BFL_4	1660	g146279	17726345	scaffold_3	4943	CLGO	CLGO
BL22010	11218996	BFL_4	1664	g150045	33917518	scaffold_3	5087	CLGO	CLGO
BL22005	11300117	BFL_4	1665	g149813	32916874	scaffold_3	5073	CLGO	CLGO
BL21948	12143833	BFL_4	1690	g152371	43280633	scaffold_3	5176	CLGI	CLGI
BL21675	16983305	BFL_4	1797	g150549	36069331	scaffold_3	5111	CLGI	CLGI
BL21628	17724851	BFL_4	1818	g148064	25236071	scaffold_3	5012	CLGI	CLGI
BL21624	17759737	BFL_4	1819	g148086	25316255	scaffold_3	5015	CLGI	CLGI
BL21623	17792340	BFL_4	1820	g143266	3100892	scaffold_3	4815	CLGI	CLGI
BL21618	17852521	BFL_4	1821	g147956	24795425	scaffold_3	5003	CLGI	CLGI
BL21612	17912863	BFL_4	1823	g147095	21047639	scaffold_3	4974	CLGI	CLGI
BL21611	17921400	BFL_4	1824	g147112	21125498	scaffold_3	4976	CLGI	CLGI
BL21610	17926511	BFL_4	1825	g149018	29208690	scaffold_3	5045	CLGI	CLGI
BL21607	17948848	BFL_4	1826	g149064	29392396	scaffold_3	5047	CLGI	CLGI
BL21605	17962419	BFL_4	1827	g146956	20481070	scaffold_3	4967	CLGI	CLGI
BL21604	17969480	BFL_4	1828	g142926	1511851	scaffold_3	4804	CLGI	CLGI
BL21591	18156740	BFL_4	1829	g148751	28075679	scaffold_3	5039	CLGI	CLGI
BL21590	18220621	BFL_4	1830	g142893	1339386	scaffold_3	4803	CLGI	CLGI
BL21585	18247860	BFL_4	1832	g148310	26260718	scaffold_3	5022	CLGI	CLGI
BL21583	18292109	BFL_4	1833	g143898	6280102	scaffold_3	4850	CLGI	CLGI
BL21578	18325815	BFL_4	1834	g142945	1579306	scaffold_3	4805	CLGI	CLGI
BL21577	18339528	BFL_4	1835	g143533	4411441	scaffold_3	4822	CLGI	CLGI
BL21568	18435552	BFL_4	1836	g145628	14737364	scaffold_3	4911	CLGI	CLGI
BL21566	18479585	BFL_4	1837	g150754	36960442	scaffold_3	5118	CLGI	CLGI
BL21565	18506409	BFL_4	1838	g143584	4653100	scaffold_3	4827	CLGI	CLGI
BL21562	18536660	BFL_4	1840	g150129	34376827	scaffold_3	5093	CLGI	CLGI
BL21554	18644638	BFL_4	1841	g147121	21146084	scaffold_3	4977	CLGI	CLGI
BL21553	18653066	BFL_4	1842	g147423	22414630	scaffold_3	4985	CLGI	CLGI
BL21551	18676712	BFL_4	1843	g149113	29744329	scaffold_3	5051	CLGI	CLGI
BL21550	18687450	BFL_4	1844	g145812	15582900	scaffold_3	4922	CLGI	CLGI
BL21548	18700477	BFL_4	1845	g150131	34393689	scaffold_3	5094	CLGI	CLGI
BL21546	18738084	BFL_4	1846	g150556	36098701	scaffold_3	5112	CLGI	CLGI
BL21545	18767587	BFL_4	1847	g150545	36039354	scaffold_3	5110	CLGI	CLGI
BL21543	18830268	BFL_4	1848	g151972	41947505	scaffold_3	5157	CLGI	CLGI
BL21535	18918894	BFL_4	1849	g147964	24815577	scaffold_3	5004	CLGI	CLGI
BL15979	19003045	BFL_4	1851	g146933	20427404	scaffold_3	4964	CLGI	CLGI
BL21532	19065554	BFL_4	1853	g150344	35251248	scaffold_3	5100	CLGI	CLGI
BL21518	19313826	BFL_4	1856	g145000	11545518	scaffold_3	4881	CLGI	CLGI
BL21328	22641143	BFL_4	1939	g144892	11079365	scaffold_3	4876	CLGI	CLGI
BL21306	23060401	BFL_4	1948	g149940	33405444	scaffold_3	5083	CLGI	CLGI
BL16436	25501285	BFL_4	1969	g146739	19603711	scaffold_3	4952	CLGI	CLGI
BL16406	25967061	BFL_4	1980	g142847	1159355	scaffold_3	4799	CLGI	CLGI
BL10117	27528056	BFL_4	2005	g149890	33205143	scaffold_3	5080	CLGI	CLGI
BL27122	29322328	BFL_4	2023	g144108	7446433	scaffold_3	4856	CLGI	CLGI
BL17567	33022826	BFL_4	2077	g145814	15598079	scaffold_3	4923	CLGI	CLGI
BL22011	11217056	BFL_4	1663	g63430	27861784	scaffold_15	5475	CLGO	CLGO
BL21949	12131241	BFL_4	1689	g66247	41119392	scaffold_15	5644	CLGI	CLGI
BL21922	12745484	BFL_4	1706	g59735	10862750	scaffold_15	5268	CLGI	CLGI
BL21902	13182252	BFL_4	1714	g60363	13494778	scaffold_15	5299	CLGI	CLGI
BL21847	14064244	BFL_4	1732	g57925	4198667	scaffold_15	5217	CLGI	CLGI
BL21772	15625817	BFL_4	1765	g63396	27759509	scaffold_15	5473	CLGI	CLGI
BL21707	16461430	BFL_4	1788	g64829	34694362	scaffold_15	5561	CLGI	CLGI
BL21674	16988426	BFL_4	1798	g62751	24689710	scaffold_15	5432	CLGI	CLGI
BL21635	17575276	BFL_4	1814	g58739	7402678	scaffold_15	5243	CLGI	CLGI
BL10143	27160863	BFL_4	2000	g60241	13074938	scaffold_15	5296	CLGI	CLGI
BL08116	31891396	BFL_4	2057	g63748	29424750	scaffold_15	5497	CLGI	CLGI
BL17593	33350261	BFL_4	2083	g62739	24615608	scaffold_15	5431	CLGI	CLGI
BL23987	972065	BFL_4	1515	g116808	14503309	scaffold_1	5801	CLGO	CLGO
BL24059	2282440	BFL_4	1529	g120471	31309843	scaffold_1	5969	CLGO	CLGO
BL16524	5129825	BFL_4	1567	g114071	3877351	scaffold_1	5709	CLGO	CLGO
BL16505	5484755	BFL_4	1570	g121743	37297718	scaffold_1	6003	CLGO	CLGO
BL22199	8409311	BFL_4	1602	g117705	18126616	scaffold_1	5852	CLGO	CLGO
BL22098	9851494	BFL_4	1632	g116090	11912208	scaffold_1	5777	CLGO	CLGO
BL22074	10123342	BFL_4	1640	g117022	15237156	scaffold_1	5811	CLGO	CLGO
BL21992	11483807	BFL_4	1667	g117147	15791397	scaffold_1	5820	CLGI	CLGI
BL21991	11487782	BFL_4	1668	g121619	36637488	scaffold_1	6000	CLGI	CLGI
BL21988	11569219	BFL_4	1669	g121584	36427018	scaffold_1	5999	CLGI	CLGI
BL21987	11584719	BFL_4	1670	g120379	30862430	scaffold_1	5964	CLGI	CLGI
BL21984	11615788	BFL_4	1671	g117265	16225983	scaffold_1	5828	CLGI	CLGI
BL21982	11659143	BFL_4	1672	g122663	41770591	scaffold_1	6040	CLGI	CLGI
BL21980	11692258	BFL_4	1674	g116450	13453115	scaffold_1	5794	CLGI	CLGI
BL21976	11725556	BFL_4	1675	g113164	339340	scaffold_1	5667	CLGI	CLGI
BL21972	11817593	BFL_4	1677	g113767	2635755	scaffold_1	5692	CLGI	CLGI
BL21968	11892497	BFL_4	1678	g117088	15525812	scaffold_1	5814	CLGI	CLGI
BL21966	11936359	BFL_4	1679	g118890	23594639	scaffold_1	5917	CLGI	CLGI
BL21963	11986197	BFL_4	1681	g117454	17104829	scaffold_1	5842	CLGI	CLGI
BL21962	11996555	BFL_4	1682	g114981	7138045	scaffold_1	5745	CLGI	CLGI
BL21961	12003434	BFL_4	1683	g118028	19530897	scaffold_1	5876	CLGI	CLGI
BL21960	12006821	BFL_4	1684	g117177	15891550	scaffold_1	5823	CLGI	CLGI
BL21959	12014870	BFL_4	1685	g114539	5394233	scaffold_1	5724	CLGI	CLGI
BL21953	12085722	BFL_4	1686	g117300	16351844	scaffold_1	5831	CLGI	CLGI
BL21952	12089482	BFL_4	1687	g117295	16335111	scaffold_1	5830	CLGI	CLGI
BL21950	12106186	BFL_4	1688	g113622	2101933	scaffold_1	5682	CLGI	CLGI
BL21947	12170791	BFL_4	1691	g119431	26324266	scaffold_1	5933	CLGI	CLGI
BL21945	12201568	BFL_4	1692	g116178	12281088	scaffold_1	5780	CLGI	CLGI
BL21937	12277471	BFL_4	1694	g116369	13088772	scaffold_1	5788	CLGI	CLGI
BL21935	12296728	BFL_4	1696	g116368	13088680	scaffold_1	5787	CLGI	CLGI
BL21934	12313205	BFL_4	1697	g115920	11231570	scaffold_1	5772	CLGI	CLGI
BL21932	12326037	BFL_4	1699	g118344	21091029	scaffold_1	5889	CLGI	CLGI
BL21931	12472173	BFL_4	1700	g118333	21015849	scaffold_1	5888	CLGI	CLGI
BL21930	12496277	BFL_4	1701	g117338	16578014	scaffold_1	5836	CLGI	CLGI
BL21928	12587119	BFL_4	1702	g121739	37257228	scaffold_1	6002	CLGI	CLGI
BL21927	12648219	BFL_4	1703	g122055	38965105	scaffold_1	6016	CLGI	CLGI
BL21924	12724002	BFL_4	1704	g116894	14781671	scaffold_1	5808	CLGI	CLGI
BL21918	12777877	BFL_4	1708	g114017	3615953	scaffold_1	5706	CLGI	CLGI
BL21916	12803807	BFL_4	1709	g114010	3591535	scaffold_1	5705	CLGI	CLGI
BL21913	12913993	BFL_4	1710	g117891	18885368	scaffold_1	5864	CLGI	CLGI
BL21912	12947736	BFL_4	1711	g115343	8664389	scaffold_1	5759	CLGI	CLGI
BL21906	13073567	BFL_4	1713	g118266	20575720	scaffold_1	5885	CLGI	CLGI
BL21901	13193839	BFL_4	1715	g119624	27185964	scaffold_1	5936	CLGI	CLGI
BL21894	13281991	BFL_4	1716	g115244	8277101	scaffold_1	5752	CLGI	CLGI
BL21893	13287302	BFL_4	1717	g115242	8275769	scaffold_1	5751	CLGI	CLGI
BL21887	13418697	BFL_4	1718	g114634	5695943	scaffold_1	5729	CLGI	CLGI
BL21886	13443124	BFL_4	1719	g122023	38747620	scaffold_1	6015	CLGI	CLGI
BL21884	13480321	BFL_4	1720	g117277	16275502	scaffold_1	5829	CLGI	CLGI
BL21878	13650406	BFL_4	1722	g120731	32439403	scaffold_1	5975	CLGI	CLGI
BL21877	13671104	BFL_4	1723	g122664	41780433	scaffold_1	6041	CLGI	CLGI
BL21875	13715608	BFL_4	1724	g115956	11363114	scaffold_1	5775	CLGI	CLGI
BL21874	13726794	BFL_4	1725	g117641	17891981	scaffold_1	5847	CLGI	CLGI
BL21873	13734179	BFL_4	1726	g113200	497855	scaffold_1	5669	CLGI	CLGI
BL21865	13934330	BFL_4	1728	g122333	40172625	scaffold_1	6026	CLGI	CLGI
BL21864	13942092	BFL_4	1729	g122335	40188097	scaffold_1	6027	CLGI	CLGI
BL21854	14022515	BFL_4	1730	g115311	8528987	scaffold_1	5755	CLGI	CLGI
BL21852	14037268	BFL_4	1731	g117640	17868039	scaffold_1	5846	CLGI	CLGI
BL21845	14164074	BFL_4	1733	g120446	31210502	scaffold_1	5966	CLGI	CLGI
BL21838	14310045	BFL_4	1734	g114866	6626186	scaffold_1	5739	CLGI	CLGI
BL21837	14342568	BFL_4	1735	g118019	19476413	scaffold_1	5873	CLGI	CLGI
BL21835	14353049	BFL_4	1736	g119126	24804575	scaffold_1	5919	CLGI	CLGI
BL21833	14367648	BFL_4	1737	g121834	37793716	scaffold_1	6008	CLGI	CLGI
BL21832	14370120	BFL_4	1738	g121839	37807866	scaffold_1	6009	CLGI	CLGI
BL21831	14377771	BFL_4	1739	g118775	23108371	scaffold_1	5907	CLGI	CLGI
BL21826	14530148	BFL_4	1741	g117219	16066367	scaffold_1	5825	CLGI	CLGI
BL21823	14589824	BFL_4	1744	g121782	37488255	scaffold_1	6006	CLGI	CLGI
BL21821	14665566	BFL_4	1745	g120060	29264171	scaffold_1	5948	CLGI	CLGI
BL21815	14836517	BFL_4	1746	g117758	18370815	scaffold_1	5854	CLGI	CLGI
BL21812	14938730	BFL_4	1747	g117012	15196054	scaffold_1	5809	CLGI	CLGI
BL21811	14955140	BFL_4	1748	g116709	14110084	scaffold_1	5796	CLGI	CLGI
BL21799	15168993	BFL_4	1753	g116752	14253509	scaffold_1	5798	CLGI	CLGI
BL21795	15191614	BFL_4	1754	g115372	8808849	scaffold_1	5761	CLGI	CLGI
BL21794	15199324	BFL_4	1755	g121749	37316463	scaffold_1	6004	CLGI	CLGI
BL21784	15304707	BFL_4	1759	g119462	26495823	scaffold_1	5934	CLGI	CLGI
BL21782	15423180	BFL_4	1760	g113618	2091683	scaffold_1	5681	CLGI	CLGI
BL21781	15427432	BFL_4	1761	g116699	14084074	scaffold_1	5795	CLGI	CLGI
BL21778	15462208	BFL_4	1762	g113289	880579	scaffold_1	5672	CLGI	CLGI
BL21776	15559079	BFL_4	1763	g118033	19552912	scaffold_1	5877	CLGI	CLGI
BL21771	15638657	BFL_4	1766	g113615	2073771	scaffold_1	5680	CLGI	CLGI
BL21767	15662981	BFL_4	1768	g114089	3930588	scaffold_1	5710	CLGI	CLGI
BL21765	15678258	BFL_4	1769	g118850	23430551	scaffold_1	5914	CLGI	CLGI
BL21764	15686263	BFL_4	1770	g122454	40792812	scaffold_1	6034	CLGI	CLGI
BL21761	15704604	BFL_4	1771	g119891	28394365	scaffold_1	5943	CLGI	CLGI
BL21749	15965646	BFL_4	1773	g117792	18492972	scaffold_1	5860	CLGI	CLGI
BL21747	15974834	BFL_4	1774	g117313	16435976	scaffold_1	5834	CLGI	CLGI
BL21746	15987084	BFL_4	1775	g118196	20154894	scaffold_1	5882	CLGI	CLGI
BL21738	16022654	BFL_4	1776	g121719	37082562	scaffold_1	6001	CLGI	CLGI
BL21736	16076576	BFL_4	1777	g113535	1855202	scaffold_1	5679	CLGI	CLGI
BL21729	16157474	BFL_4	1778	g115362	8751838	scaffold_1	5760	CLGI	CLGI
BL21726	16176016	BFL_4	1779	g114045	3750393	scaffold_1	5707	CLGI	CLGI
BL21718	16317472	BFL_4	1780	g114665	5800871	scaffold_1	5732	CLGI	CLGI
BL21717	16361002	BFL_4	1781	g117659	17951643	scaffold_1	5849	CLGI	CLGI
BL21714	16389865	BFL_4	1783	g118632	22434492	scaffold_1	5899	CLGI	CLGI
BL21713	16402645	BFL_4	1784	g114910	6825995	scaffold_1	5741	CLGI	CLGI
BL21710	16415235	BFL_4	1785	g115335	8632850	scaffold_1	5758	CLGI	CLGI
BL21709	16435558	BFL_4	1786	g115211	8097296	scaffold_1	5750	CLGI	CLGI
BL21708	16449478	BFL_4	1787	g116281	12658199	scaffold_1	5784	CLGI	CLGI
BL21705	16484175	BFL_4	1789	g119162	25014452	scaffold_1	5920	CLGI	CLGI
BL21702	16563332	BFL_4	1790	g113867	3005533	scaffold_1	5699	CLGI	CLGI
BL21699	16700256	BFL_4	1791	g116397	13216079	scaffold_1	5790	CLGI	CLGI
BL21691	16746739	BFL_4	1792	g120744	32510105	scaffold_1	5976	CLGI	CLGI
BL21688	16785801	BFL_4	1793	g121407	35484199	scaffold_1	5994	CLGI	CLGI
BL21684	16844491	BFL_4	1794	g120874	33115229	scaffold_1	5978	CLGI	CLGI
BL21683	16857778	BFL_4	1795	g119248	25316366	scaffold_1	5921	CLGI	CLGI
BL21681	16887468	BFL_4	1796	g120665	32113697	scaffold_1	5972	CLGI	CLGI
BL21672	17037159	BFL_4	1799	g113842	2900869	scaffold_1	5696	CLGI	CLGI
BL21670	17095185	BFL_4	1800	g117903	18918853	scaffold_1	5865	CLGI	CLGI
BL21669	17104271	BFL_4	1801	g117129	15711113	scaffold_1	5819	CLGI	CLGI
BL21654	17321036	BFL_4	1806	g119290	25650729	scaffold_1	5923	CLGI	CLGI
BL21653	17333694	BFL_4	1807	g115801	10688107	scaffold_1	5767	CLGI	CLGI
BL21639	17506605	BFL_4	1811	g117416	16914620	scaffold_1	5841	CLGI	CLGI
BL21638	17524126	BFL_4	1812	g121542	36161141	scaffold_1	5997	CLGI	CLGI
BL21636	17554329	BFL_4	1813	g122444	40735241	scaffold_1	6033	CLGI	CLGI
BL21630	17666104	BFL_4	1816	g117736	18289579	scaffold_1	5853	CLGI	CLGI
BL21629	17700995	BFL_4	1817	g113336	1105404	scaffold_1	5673	CLGI	CLGI
BL15981	18989794	BFL_4	1850	g122341	40219956	scaffold_1	6028	CLGI	CLGI
BL00076	19055624	BFL_4	1852	g117114	15641284	scaffold_1	5817	CLGI	CLGI
BL21517	19346087	BFL_4	1857	g115805	10711535	scaffold_1	5768	CLGI	CLGI
BL21516	19355678	BFL_4	1858	g115810	10731498	scaffold_1	5769	CLGI	CLGI
BL21515	19364008	BFL_4	1859	g115814	10753306	scaffold_1	5770	CLGI	CLGI
BL21511	19424828	BFL_4	1861	g118404	21382665	scaffold_1	5892	CLGI	CLGI
BL21505	19516239	BFL_4	1862	g114611	5632058	scaffold_1	5728	CLGI	CLGI
BL21500	19560081	BFL_4	1864	g117406	16891034	scaffold_1	5840	CLGI	CLGI
BL21499	19600035	BFL_4	1865	g114152	4107634	scaffold_1	5714	CLGI	CLGI
BL21495	19700975	BFL_4	1866	g113343	1136056	scaffold_1	5674	CLGI	CLGI
BL21494	19723841	BFL_4	1867	g113218	537194	scaffold_1	5670	CLGI	CLGI
BL21493	19731989	BFL_4	1868	g122188	39552544	scaffold_1	6022	CLGI	CLGI
BL21487	19891884	BFL_4	1869	g113705	2410721	scaffold_1	5686	CLGI	CLGI
BL21482	19977855	BFL_4	1870	g117952	19169010	scaffold_1	5866	CLGI	CLGI
BL21480	20011816	BFL_4	1871	g117959	19212079	scaffold_1	5867	CLGI	CLGI
BL21479	20024641	BFL_4	1872	g117961	19232766	scaffold_1	5868	CLGI	CLGI
BL21478	20032340	BFL_4	1873	g117768	18412389	scaffold_1	5856	CLGI	CLGI
BL21477	20037289	BFL_4	1874	g113886	3053869	scaffold_1	5701	CLGI	CLGI
BL21476	20077856	BFL_4	1875	g113878	3036369	scaffold_1	5700	CLGI	CLGI
BL21475	20098649	BFL_4	1876	g115663	10292293	scaffold_1	5765	CLGI	CLGI
BL21471	20176461	BFL_4	1878	g113728	2488333	scaffold_1	5688	CLGI	CLGI
BL21468	20187750	BFL_4	1879	g115399	8930104	scaffold_1	5762	CLGI	CLGI
BL21466	20207909	BFL_4	1880	g122383	40402673	scaffold_1	6029	CLGI	CLGI
BL21464	20265747	BFL_4	1881	g121981	38577809	scaffold_1	6014	CLGI	CLGI
BL21463	20306218	BFL_4	1882	g118635	22438109	scaffold_1	5900	CLGI	CLGI
BL21459	20355057	BFL_4	1883	g118701	22835480	scaffold_1	5904	CLGI	CLGI
BL21458	20369405	BFL_4	1884	g122440	40720073	scaffold_1	6032	CLGI	CLGI
BL21452	20427023	BFL_4	1887	g118023	19495983	scaffold_1	5875	CLGI	CLGI
BL21451	20431817	BFL_4	1888	g122147	39393946	scaffold_1	6018	CLGI	CLGI
BL21449	20447158	BFL_4	1890	g115120	7731081	scaffold_1	5749	CLGI	CLGI
BL21448	20454338	BFL_4	1891	g117310	16406410	scaffold_1	5833	CLGI	CLGI
BL21446	20548070	BFL_4	1892	g119091	24631515	scaffold_1	5918	CLGI	CLGI
BL21445	20560416	BFL_4	1893	g118813	23285682	scaffold_1	5911	CLGI	CLGI
BL21444	20573472	BFL_4	1894	g118809	23268513	scaffold_1	5910	CLGI	CLGI
BL21441	20630692	BFL_4	1895	g117156	15807698	scaffold_1	5821	CLGI	CLGI
BL21440	20643249	BFL_4	1896	g116379	13144814	scaffold_1	5789	CLGI	CLGI
BL21437	20692653	BFL_4	1897	g118771	23090160	scaffold_1	5906	CLGI	CLGI
BL21436	20698833	BFL_4	1898	g114110	3985286	scaffold_1	5711	CLGI	CLGI
BL21431	20783079	BFL_4	1899	g118625	22399209	scaffold_1	5898	CLGI	CLGI
BL21430	20809549	BFL_4	1900	g118619	22373271	scaffold_1	5897	CLGI	CLGI
BL21428	20822361	BFL_4	1901	g114971	7100819	scaffold_1	5743	CLGI	CLGI
BL21427	20825176	BFL_4	1902	g118236	20414894	scaffold_1	5884	CLGI	CLGI
BL21419	20911543	BFL_4	1903	g121560	36261977	scaffold_1	5998	CLGI	CLGI
BL21417	20921647	BFL_4	1904	g117857	18763531	scaffold_1	5862	CLGI	CLGI
BL21416	20935543	BFL_4	1905	g114052	3805636	scaffold_1	5708	CLGI	CLGI
BL21414	20967923	BFL_4	1907	g122154	39427482	scaffold_1	6021	CLGI	CLGI
BL21412	20979718	BFL_4	1908	g113731	2493370	scaffold_1	5689	CLGI	CLGI
BL21411	21012764	BFL_4	1909	g117121	15667536	scaffold_1	5818	CLGI	CLGI
BL21402	21199528	BFL_4	1912	g119387	26069671	scaffold_1	5932	CLGI	CLGI
BL21401	21224806	BFL_4	1913	g114495	5242451	scaffold_1	5721	CLGI	CLGI
BL21399	21236454	BFL_4	1914	g116171	12243685	scaffold_1	5779	CLGI	CLGI
BL21398	21241866	BFL_4	1915	g116880	14753417	scaffold_1	5807	CLGI	CLGI
